,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
"I spoke to the devil in miami, he said everything would be fine.mp3",-217.77061,137.84068,11.291896,14.139907,-13.995184,-5.7373347,-7.796495,-14.192315,-9.38019,-6.15808,-12.101177,-9.003808,-16.210714,-10.803587,-21.085176,-9.943587,-6.8080163,4.121144,3.157941,3.4326093
I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues).mp3,-143.52383,130.0802,-9.903266,5.748935,-4.6936336,-6.6192474,-1.0609967,-0.3716151,-9.632843,-5.7513924,-6.7039914,-2.5582993,-4.682819,-0.50160354,-3.211766,0.72848386,-4.940293,-1.5482057,-2.3553698,0.112433515
I Took A Pill In Ibiza - Seeb Remix.mp3,-89.193344,88.1184,-3.0388494,16.65964,1.461376,-3.8754256,-5.23611,-5.2240953,-12.400048,-3.475088,-9.535477,-8.065049,-9.093172,-2.106292,-9.78166,-7.655463,-7.9973984,-4.9625635,-11.111884,-4.0566897
I Wanna Be Yours.mp3,-173.99887,118.78526,-19.776964,29.756712,5.458803,2.0173345,8.510086,12.467211,6.4464197,7.902268,4.1254597,2.2331939,-1.4190567,-0.8111018,2.625666,6.119816,-0.61143255,2.7673593,-2.3420317,-6.7676353
I Was Never There.mp3,-116.77712,138.78233,18.526693,40.689796,7.8717165,14.279681,6.961807,23.337502,1.676579,0.67182255,-5.474917,10.745939,8.645758,5.744947,0.5466201,6.761415,2.8483965,-1.2519274,-1.0890274,4.0750504
I Wrote The Book.mp3,-150.85008,133.37877,-37.22672,-9.417309,-7.4714727,-12.4194355,-6.5026608,-7.8931026,-8.402038,-7.874849,-3.2547522,-3.9249053,-7.4197917,-3.776725,-8.979341,-5.093928,-7.102022,-3.249606,-4.2157288,-5.498268
I'll Be There.mp3,-74.869576,89.93658,3.6434777,17.088247,1.3332591,-1.6887627,4.0499673,-12.9532795,3.966729,3.9112484,-5.9774947,4.6901264,-5.4969516,0.73242205,-11.281689,-6.506591,-5.1623673,-1.8726423,-4.5872254,-1.0570996
I'll Be Waiting.mp3,-209.647,129.40794,29.805958,13.588221,18.01457,8.467982,-1.7855264,-8.86438,-12.999649,-5.2397976,-6.492437,0.14519683,-2.5615776,-1.9586389,-4.846555,-5.029099,-7.548443,-7.784332,-9.037066,-8.993998
I'm a Mess.mp3,-106.83404,73.1515,-4.69102,26.393213,11.498719,1.1103748,6.8472815,1.4453142,3.9038274,6.4154663,-4.9735317,1.0319192,-3.4596987,-1.3559722,-5.331154,-1.1606488,-5.943083,-0.039804276,-5.3217072,-3.4232247
I'm an Albatraoz.mp3,-107.54175,87.54228,-33.659557,42.11519,-5.232554,7.760913,-1.5192268,4.2750525,-4.0354795,-0.9620444,-7.3290877,-7.924045,-6.6031795,-7.402343,-9.294624,-3.2221894,-4.5742464,-0.37034258,1.346674,1.7431784
I'm Geekin.mp3,-54.625267,95.487045,24.880535,32.365635,15.525512,14.5735235,5.327031,13.984708,-1.8209225,8.053602,-1.8336575,2.906512,-1.0124717,5.748945,3.148491,2.3871746,-1.2334738,4.6302013,-0.85428584,3.6988254
I'm Good (Blue).mp3,-16.380713,89.526855,-8.07388,32.037426,-1.2922065,2.0665193,5.9596777,0.6420974,1.6239934,7.0754933,0.0879955,10.018033,2.6855702,12.236151,-0.29797482,9.00246,6.843892,6.718219,-5.3919344,1.116052
I'm Not The Only One.mp3,-205.87106,140.77411,37.276966,22.209454,14.072015,6.875939,1.5349532,5.293578,-2.3519254,-0.40050456,-3.6622493,3.6826978,0.3824902,-1.7257643,-4.0683312,0.8644135,-3.640922,-0.5003632,-3.0868795,-2.2460775
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne).mp3",-71.90285,100.83588,-11.918228,13.52923,3.847952,-1.6034532,3.0979962,14.215342,0.7071886,6.1926374,-3.2361715,1.7977741,0.46720985,-2.0911033,-1.2963314,3.2472067,-1.8868284,6.091765,-3.5487669,0.8783281
I'm Yours.mp3,-215.29886,122.76521,17.683798,25.07073,9.55949,1.8299855,-0.005430523,1.626811,-6.15134,0.19661488,-10.657278,-1.6217523,-10.0206995,-3.0091224,-5.6266675,-6.0119643,-9.570387,-2.0270777,-7.3014655,-0.8309084
icantbelieveiletyougetaway.mp3,-45.75734,69.42618,-15.217991,19.76552,-1.6977154,3.7781577,5.242811,6.978759,0.32655206,8.146735,-2.666267,3.7385004,-2.6725912,2.5541124,1.1349554,5.475056,1.9324915,2.987082,-3.5432673,3.5349536
Ice Attack.mp3,-158.12021,115.68341,41.65106,11.091502,16.696133,13.842691,-0.4210704,4.0792694,-5.6338573,3.2576406,-0.05163612,6.281309,3.6361988,4.763616,0.8126778,6.1620574,-3.6280336,-0.040198263,-4.558704,-0.5329493
ICU.mp3,-244.07677,128.75902,34.167377,1.3496907,-16.972551,-20.213774,-20.704231,-18.95408,-19.608513,-15.112723,-12.932416,-17.690258,-16.428991,-14.056501,-7.902405,-4.87032,-5.333224,-3.8112552,-3.9663272,-3.144942
IDGAF (feat. Chris Brown and Mariah the Scientist).mp3,-107.025024,99.71201,18.370535,13.298825,12.905449,9.785344,5.995599,1.3060839,-7.9655952,8.136491,-2.8006785,-2.0041902,-1.1542132,0.7725524,-0.27363798,-0.5601364,-2.1342106,3.229122,-6.87408,0.14603238
IDGAF (feat. Yeat).mp3,-386.37045,169.08461,0.6074687,-28.076677,-6.323267,-9.627939,-15.63875,-20.498075,-25.881409,-10.942099,-28.08667,-19.582035,-22.587847,-19.354263,-18.56367,-20.413307,-13.032952,-10.946738,-6.825694,-1.4974825
IDGAF.mp3,-138.92899,91.626495,11.748004,1.2154828,9.36222,-2.5900178,1.716883,-9.295224,-7.9664426,-5.686756,-8.466093,-0.052435197,-17.440758,4.2604895,-7.308019,-0.38538912,-3.6213787,-1.0388654,-5.826043,-4.535291
idontwannabeyouanymore.mp3,-274.46387,145.13864,27.68429,16.203753,5.2586145,-0.048173368,-3.0549905,-8.560542,5.321217,-11.152194,-8.579439,-5.9599366,-4.0721016,-1.1967431,-12.2600355,-2.262705,-0.26751393,0.42473212,3.9842613,3.1906557
If I Can't Have You.mp3,-64.86578,96.239914,4.358506,6.4239182,8.562432,-0.46342936,-7.8571315,-4.061206,-5.743387,-3.3590584,-10.293555,-0.39062175,-12.555049,-3.083719,-8.084212,-7.4032555,-6.231063,0.16057777,-5.7257295,0.37666136
If I Didn’t Love You.mp3,-143.88062,140.82658,0.3535125,37.745197,16.003483,6.2301598,3.3943386,-2.511268,-8.04234,-0.518238,-4.003946,-1.6320503,-0.8327836,3.6892514,-1.1183556,2.3776536,0.45858952,0.12580149,-1.7589319,-5.7037673
if looks could kill.mp3,-52.15561,87.01082,18.43416,31.441914,26.58728,23.295027,-2.7707908,15.039468,-2.0744495,-8.433877,5.8660097,7.0543656,-1.2880952,3.744963,8.742259,5.5530105,-1.7876513,8.734094,-5.844424,7.13053
If the World Was Ending (feat. Julia Michaels).mp3,-212.67221,120.27912,35.592422,11.644793,6.5826755,9.778709,-18.966543,-5.001734,-3.5815423,-15.8405695,-5.2612257,0.25801536,-8.633182,-1.8415985,-0.7303024,0.3245027,-8.208625,-0.6901214,-3.5832849,2.5549898
If We Ever Broke Up.mp3,-102.9762,95.10613,16.983246,32.728825,6.6091595,-2.2433612,-9.058558,-19.11372,-16.334755,-20.899368,-19.80431,-4.4592624,-16.84917,-0.1153641,-3.824947,1.9058664,-1.5969949,2.4439948,-3.6970363,1.2407854
If You're Happy And You Know It.mp3,-176.53406,89.89596,21.813225,21.37955,12.607384,4.227911,-2.1573203,-6.4389663,-3.6319249,-4.2384834,-4.1634774,-2.039762,-8.303123,-2.7392688,-7.736912,-1.5576138,-4.8273253,0.6023782,-3.3224883,-2.5005949
Ignite.mp3,-115.04733,106.49462,-22.428541,5.8537498,-0.025115494,2.459137,-3.8815804,4.4788647,-6.407374,0.83960205,-2.7264643,-3.327272,-5.994031,0.99716556,2.5509863,0.7014564,0.8573673,-3.6400526,-5.7740216,2.9766302
Ignorantes.mp3,-173.35742,111.6093,1.2175709,-0.9549041,-10.667194,-20.689236,-21.899227,-17.726744,-34.86569,-14.926619,-14.148087,-17.907753,-12.159204,-7.039411,-12.956683,-3.1255379,-13.544465,-5.036387,-9.214616,-0.08169622
Igualito a Mi Apa.mp3,-41.93666,93.74388,0.7955524,11.226455,3.5539181,5.984037,-1.1120645,10.574831,3.5398607,9.624827,3.5109613,5.3511624,1.7294555,1.7524735,-1.8540081,2.9222062,0.9142367,6.870935,3.4209774,9.487692
Iko Iko (My Bestie).mp3,-127.975586,94.580765,-0.27172917,34.8198,1.8192952,-4.281704,2.0417123,-2.5171347,-5.150086,-0.02480191,-10.969927,-4.757545,-8.55247,-2.7039719,-7.7386446,-3.116379,-8.575484,-2.8905709,-5.0262485,-1.8006896
Illegal Weapon.mp3,-217.65819,63.807888,6.8477197,3.8197901,-4.1878977,0.844267,-23.001242,-15.316321,-17.388372,-16.601019,-19.668344,-13.433607,-13.865309,0.09979361,3.7257416,5.355987,8.442998,6.589295,5.9438214,6.429775
IMAN (Two Of Us).mp3,-60.55232,75.37719,2.2370985,12.918831,-0.691024,6.6826367,7.303485,-0.64191735,-0.5031913,4.7726636,-5.887916,3.3511784,-3.7771125,2.7034798,-2.3015096,2.8830266,-3.9746335,0.5017091,-1.2975488,2.5917368
imgonnagetyouback.mp3,-248.89703,109.449776,29.041143,19.13319,7.2109256,1.550582,1.9107126,-2.0641613,6.8325315,-4.9141393,-5.770609,-4.552066,-3.5168178,1.7388383,-0.38833636,3.4862983,-0.19327746,0.510037,-1.1875674,-1.0002755
Imitadora.mp3,-129.03746,104.98824,-12.527311,14.132081,-2.25986,-0.5572215,-10.266154,4.779273,-14.012181,2.466759,-6.123859,2.376701,-10.792489,-2.5796502,-8.256597,-0.49027103,-4.201915,-3.645504,-9.4758215,-0.5066294
Impossible.mp3,-41.593708,75.80931,8.799381,18.533571,8.627578,10.995051,-0.51288974,5.948313,-4.547275,3.3548913,-4.524967,-0.81385684,-2.8895707,1.4405612,-0.39728528,0.30781844,0.12595493,3.558393,-0.6726471,6.9468985
In Case You Didn't Know.mp3,-207.6092,112.86211,12.899961,22.589972,3.2748218,-0.7021814,-12.268963,-1.3337959,-3.805163,-1.2624664,-8.745539,-5.905461,-1.323475,-3.6188731,-14.2105055,-6.5031686,-7.937641,-2.863615,-2.3565059,-4.1056604
In Da Club.mp3,-59.647778,79.3971,-9.393718,17.815105,3.4711237,11.066861,-0.046394076,6.3181186,-6.0482917,4.4533806,-8.75401,3.4553874,0.3099014,0.43733403,-1.9875287,9.342546,-5.169498,0.9600626,0.5459147,-0.49992725
In My Head.mp3,-101.91979,74.110695,2.2283814,11.231055,3.7187364,-9.798116,-6.4568844,-6.1413045,-13.335965,-5.7397995,-8.994688,-5.07872,-5.5960894,-4.6411004,-5.26585,-1.9540592,-6.8140903,-0.66277605,-7.006884,-1.841175
In the End.mp3,-135.25273,109.5004,-43.28435,24.248905,-6.5843334,-2.653884,-4.3235188,-4.950746,-2.6918347,-3.1384556,-4.0484977,-0.9366389,-10.035643,-9.939949,-7.5872035,-4.6278377,-8.00601,-5.5212607,-3.4862182,-1.9609617
In This Darkness.mp3,-249.6808,122.70581,52.992096,42.960255,15.621817,-1.2746042,6.217889,-10.284387,5.6334233,-3.931445,-14.513284,-1.3437703,-6.8829484,-1.8984605,-10.299891,1.2843493,-9.054289,-7.236025,-0.846909,-1.2955295
In Your Eyes.mp3,-100.34637,88.32918,18.427927,34.763622,13.588253,17.198732,5.1832557,9.153322,-3.660857,9.159341,-1.7058423,3.5031648,-1.5258434,4.855754,-4.333873,0.343207,-5.4549527,-1.3373781,-5.7976665,0.39129648
INDUSTRY BABY (feat. Jack Harlow).mp3,-89.86709,72.682365,-10.022942,13.782458,1.4723167,4.5226364,-0.16631371,3.457633,-0.05687513,2.9984426,-1.2659101,4.0611525,-2.2107928,1.6111008,-2.3706954,-0.5108547,-3.9755201,1.9479977,-0.9564351,0.8009096
INFERNO.mp3,-113.73316,112.29301,6.058958,-0.7174684,3.3149776,4.629099,3.675479,-4.4334893,3.8548074,-6.3907375,-3.153031,-6.1926317,-6.755801,2.892977,-7.0589247,0.78296655,-4.6636357,-1.3993264,-3.7394633,0.30785018
Inolvidable.mp3,-191.2814,128.47205,-8.180797,0.18274587,-0.6756737,0.9699353,-12.017797,-23.921955,-8.48918,-4.138997,-10.746168,8.70677,-0.20079169,-4.0919304,-10.26747,1.4523922,-8.140306,-6.514478,-2.3061683,-7.734539
Inspiring Thunderstorms with Relaxing Music.mp3,-319.43265,141.5394,30.949657,34.55812,2.171056,4.543536,-11.916223,-10.120167,-12.719231,-13.234511,-11.351374,-11.144972,-12.920103,-5.624425,-10.373179,-12.728068,-15.54512,-13.873367,-20.219654,-16.386242
Into Your Arms (feat. Ava Max).mp3,-48.462837,93.93543,-2.1853151,4.577133,6.497902,-14.051279,16.295216,-16.02887,3.4269407,-2.9941137,-10.831086,-3.347571,-4.656424,1.0338757,-8.594988,-0.90997833,-4.8859696,-2.1533797,-4.7256384,3.294194
intro (end of the world).mp3,-231.96178,104.03297,-9.668571,12.937709,9.263693,8.1978855,1.0603919,-9.844768,9.90034,0.9462626,-11.744595,-6.367388,-3.089222,-3.393087,-3.6050198,-4.0951514,-8.740021,-9.703461,-10.480238,-4.390879
Is It Love.mp3,-154.4975,106.233795,0.4147337,9.825582,5.770511,-2.8697705,-4.998704,-16.307539,-4.799097,-8.591787,-12.636179,-10.060444,-15.512032,-1.6529766,-16.178007,-0.26860508,-7.5998397,-2.7991211,-7.303534,-6.273709
Ishq Jaisa Kuch (From _Fighter_).mp3,-134.15396,98.774994,15.043469,24.251293,14.967383,10.095839,-7.640758,0.6540858,-2.227479,3.1889856,-4.169609,3.598877,-5.24498,1.6060797,-5.247582,-1.6629536,-3.684385,-0.19841404,-2.5706227,3.1932704
It Ain’t Me (with Selena Gomez).mp3,-103.98713,93.751465,-0.68965876,21.35446,0.7044408,3.1184158,19.96011,-4.746272,8.163505,5.043829,-5.218379,-0.405019,-5.782108,2.8143747,-2.164304,0.8916834,-6.3973227,-0.8882046,-9.446516,5.949568
IT GIRL.mp3,-93.662224,76.81883,-14.189739,-2.3882518,-1.6008936,4.8604856,-4.1730385,1.8579181,-4.101176,3.658609,-4.1576076,-0.21730821,-6.9044003,1.7364396,-9.208728,-4.811995,-6.076328,-6.7184296,-9.940988,-2.1307187
It'll Be Okay.mp3,-322.57397,130.4175,54.768353,6.346195,2.6412122,-6.490145,-10.273537,-17.47803,-6.621824,-7.704927,0.066187434,-0.3655653,-13.7889385,-6.697757,-13.874347,-8.816094,-11.605234,-9.717892,-9.034033,-6.539929
It's A Wrap.mp3,-337.1818,124.698395,13.585005,0.628728,-13.814705,-6.889346,-9.088858,-6.82845,-3.732722,-4.295123,-24.169859,-9.048316,-5.5688,0.91212195,-3.1908534,-0.49381077,-4.367454,-2.0145037,-7.643323,5.2914386
IT'S GETTING HOT.mp3,-60.22978,55.432114,-7.3040996,-0.84466004,-9.1786785,-1.5063386,-12.02492,-1.2868898,-12.616905,1.2523046,-8.7367,1.5101318,-0.796577,2.5111558,-1.8571794,2.6517003,-4.445462,1.7604773,-3.4118166,4.023034
It's Not Right But It's Okay.mp3,-58.54581,51.783897,6.705347,21.869064,4.299222,-9.437706,-3.0621123,-2.108795,-12.015312,2.4384933,-10.811262,-3.8287795,-4.221482,-5.282593,-6.263744,-3.8213086,-6.947175,3.739462,-1.4776963,5.403433
It's Plenty.mp3,-239.14363,101.10846,29.48298,14.878955,-5.8214574,-5.9915624,-18.122673,-13.263845,-13.74172,-12.941068,-6.785549,-5.7274475,-7.6671276,-3.1692936,-2.7059312,-3.2239358,-5.398026,-4.981144,-3.0544674,-1.2673274
It's That Time - FISHER Remix.mp3,-29.755865,56.02897,-8.274335,25.00315,-1.6109035,9.954466,-3.1622756,5.427315,-6.5454698,-0.7176627,-5.041305,-0.5859685,-10.67031,-8.197864,-11.442528,-3.1717613,-11.974894,-6.863121,-4.317497,-1.140903
JACKIE BROWN.mp3,-245.71948,152.92026,11.388444,13.978147,5.8277636,-13.996434,-11.297555,-3.2355866,-3.785786,-7.5746813,-5.503923,-5.0027843,-5.553255,-4.0475883,-5.1769443,-0.27001292,1.5829322,1.0676364,-0.10451486,0.75469756
Jackie Chan.mp3,-59.154728,86.02656,-30.081766,3.5916321,-0.2339283,-8.632947,-12.793237,-14.557271,-14.954404,-5.484128,-9.214875,-4.0620813,-0.8163131,-5.7425838,-2.593266,4.053902,-10.5638075,6.6660066,-4.242721,3.1641529
Jai Jai Shivshankar (From _War_).mp3,-102.95932,86.622246,4.0815177,9.577346,3.952341,9.965078,-4.094871,3.0251553,-3.5891306,4.9988823,1.5742939,7.545424,2.91115,5.538998,1.6825714,3.6544034,-0.29765463,3.9757473,-0.31715244,2.4601982
Jaldi Chhoda Ghare Bullet Se.mp3,-27.793716,76.05237,-11.254975,12.73231,3.1232698,6.7406855,-2.0483296,5.664721,-5.592583,6.087268,0.041371964,4.0289235,4.205128,5.963589,-1.0020007,1.45849,-5.8013687,-4.7179313,-2.055224,0.89767635
"Jaragandi, Ver. 2.mp3",-126.39108,113.54791,7.030647,18.720236,-2.2368138,-6.122319,-2.3413498,-7.5599246,-1.3632082,-0.20748135,-12.215988,3.342125,-4.945732,3.9480903,-4.186003,0.18271394,3.0572617,-1.1190594,2.9473336,4.1851454
Je M'appelle.mp3,-25.982386,72.76893,-16.649582,6.5192366,-9.692156,-8.840195,-7.028801,-0.7201779,-5.8342857,1.3781302,3.3845615,0.2292403,-2.0149398,-1.1572989,-3.8759618,1.3426694,-7.886238,1.0846938,-3.3234425,-1.3978636
Jealous.mp3,-64.28072,88.53525,26.667015,21.105581,17.364445,8.341684,2.650624,4.8151116,2.9354506,12.437422,0.57189786,5.8960953,0.15273139,-1.6911141,-3.4642606,0.90057343,-6.7189612,3.0321226,1.3881056,0.68621844
JEALOUSY (feat. Cardi B).mp3,-155.85297,61.79046,-1.2826351,14.871561,4.2964087,3.9198387,-6.183414,1.1393207,-7.8445415,-1.721648,-4.4131618,-0.5386787,-3.1088388,3.151161,-1.8164822,2.0637608,-3.8023481,1.3898957,-1.0926379,-0.4126431
Jedag Jedug Capcut 2024.mp3,-20.90553,77.96835,-11.76565,9.685287,1.1376481,3.931209,-11.708967,7.9917974,0.49830452,3.5899408,-3.3689573,5.987156,3.8800015,-3.0070827,-5.572928,10.967023,1.519763,-1.9347411,-0.8969203,2.9733372
Jimmy Cooks (feat. 21 Savage).mp3,-135.6005,64.95024,12.987069,24.542017,14.510171,12.53536,5.797658,17.965815,-1.9204276,13.257255,9.726451,8.98301,5.795273,10.009203,2.0349863,5.1038337,-3.4425263,0.27968085,0.4725714,-0.24193996
Joga O Bum Bum Tam Tam.mp3,-274.78992,83.2451,-46.70087,-7.8446164,-10.33943,-16.770296,-1.6754273,4.461585,-6.2274103,0.12863499,3.6178548,3.0344512,7.647762,10.528396,2.448474,5.2989273,7.477495,1.7664092,-4.8332367,1.2307655
JOLENE.mp3,-108.74739,81.56405,8.788083,33.268238,19.864532,14.167881,16.882845,4.80229,2.2477238,4.678154,-9.262638,1.3773501,-5.874885,-8.543782,-0.95940065,-4.1445827,-5.497087,-3.307482,-8.233588,-6.7762356
Joli bebe.mp3,-193.3835,96.58994,23.98619,6.121133,6.815807,-11.170127,-5.2212534,-11.636326,-22.276625,-9.108012,-16.128157,-5.4738975,-12.930837,-7.8443418,-6.095773,1.6980394,-2.614117,2.1403012,0.60310775,5.776554
Jom ka du me t’pa.mp3,-117.999855,65.50525,2.367501,-5.7122645,-3.9541602,-13.763094,-4.817754,-8.770436,-36.211205,7.416111,-18.718405,-11.242944,-8.002452,-15.793017,-9.607023,-10.231345,-14.194922,-4.0764637,-5.547228,-4.926303
Joy (In My Own Time) - Tribe Song.mp3,-223.56197,75.68903,-57.469967,6.97748,-13.441171,-9.449472,-8.940342,-3.2364316,-8.966975,-8.042583,-5.504719,-3.2178931,-2.6980095,1.2575076,-1.9445468,-3.4165814,-3.467598,-3.2180195,-4.699879,-1.3924085
Juju on That Beat (TZ Anthem).mp3,-122.285286,39.70537,-32.576035,-16.872293,-7.3280296,-6.7700477,-11.017904,-1.6895081,-15.018829,0.8356527,-7.9592247,-0.7792945,-0.65516835,0.90634173,0.89232624,-2.4146755,1.7334505,2.4887507,5.6170554,8.507734
July.mp3,-249.74144,119.62599,21.507849,35.114376,18.0329,10.539459,5.497217,-8.541768,-8.668652,-7.704162,-12.539108,-10.329641,-9.43927,-5.1575775,-12.98568,-11.299929,-14.002148,-9.176763,-14.890171,-7.5158243
Jumbotron Shit Poppin.mp3,-91.500725,96.43196,8.566689,21.257387,8.381419,6.961361,-12.5166445,-4.394959,-9.075354,-0.096871674,-9.022039,-3.5264065,-6.4664226,2.2210176,-2.7801747,2.9205904,-6.445851,-0.37912205,-4.2858205,-5.7280474
Jumpman.mp3,-146.63199,95.53468,11.549507,15.543069,9.068914,3.9405136,-5.458816,-1.1186417,-10.48304,4.7198443,4.7943945,0.8080628,-7.9264326,0.3164055,-1.7370734,7.6384163,4.3205347,7.065029,5.3482275,-0.22101255
Jungle.mp3,-119.43473,109.16203,-2.1629052,10.565664,-4.1468062,0.3758303,-4.220595,-2.0725505,-3.1338375,4.102116,-7.0620494,4.530621,-4.757231,1.5971863,-3.4250875,2.4504488,1.7237087,5.4158893,-0.06902113,1.9980811
Just Give Me a Reason (feat. Nate Ruess).mp3,-311.58606,152.5185,-1.8110231,7.6410484,14.9303255,-7.2687707,8.748005,-9.427945,-3.6337082,-7.3363156,-13.535422,-2.734298,-9.459006,0.50054234,-9.303929,-7.0997214,-5.9865127,-3.128736,-4.915294,-4.6518526
Just Pretend.mp3,-104.67944,117.43496,15.505107,12.585645,8.273351,7.6551304,4.9335647,3.8949635,-0.8717812,7.0451636,1.845036,5.229305,-0.29261974,0.98963726,2.0613167,2.9368477,-0.09372733,4.393674,-0.29781377,1.1358303
Just the Way You Are.mp3,-153.13748,97.727036,11.175925,12.645675,-4.7158175,9.268437,-15.514387,-2.669911,-10.4298525,3.459883,-1.780226,-6.8901663,-4.49978,2.0061505,-0.32491612,6.4945774,4.8980274,4.902062,-0.77526706,5.03277
Just Wanna Rock.mp3,-125.691826,49.59776,-10.455168,-8.637866,-7.1912923,1.3992662,-6.8129873,-6.2243295,-12.761203,-4.498505,-1.3561192,5.318909,-1.092249,-1.0352877,-5.9921994,-4.1520944,-11.002847,-1.280013,-4.634064,4.860677
KABUKI.mp3,-174.5064,52.66592,4.741013,15.289637,-0.92435724,3.2023332,-1.667943,5.7110443,0.9010407,4.314503,-3.9276428,4.209437,-1.4413403,5.053628,1.9817708,3.2708883,0.45951462,3.8569903,-3.3559978,-1.633314
Kaikai Kitan.mp3,-11.474047,66.06837,-11.5566225,49.140617,7.5629573,8.866446,-3.3121533,3.5633047,4.088901,0.89418924,0.40510178,1.2318755,1.40637,1.0127411,-5.7792244,2.649718,-5.56828,3.7858262,-1.4666424,-1.065699
Kalaastar (From _Honey 3.0_).mp3,-117.98164,95.96325,-5.858569,11.838509,-1.1376271,-3.1318228,-1.7625933,0.8367113,-3.6271534,9.311452,0.56242085,0.883092,0.6312051,2.6148293,-0.22204538,-4.6041155,-7.3970447,-2.9247072,-9.499596,0.037286337
Kalkatiya Raja.mp3,-20.427624,61.67322,8.531291,12.27369,6.084024,6.4624686,0.8153709,10.073496,4.548794,10.40191,2.7913725,0.8581719,-2.5133424,4.2687745,1.4307576,2.1768515,-4.2112503,-0.40056103,-5.2972174,-0.11340587
Karma.mp3,-156.17923,87.14242,-1.8720688,12.233551,15.437464,3.085123,-4.097457,9.216652,11.768859,8.921141,2.3202965,7.134037,5.079066,6.106884,0.61457,7.408173,4.5381765,5.707589,1.844857,5.0905724
Kehribar.mp3,-169.09868,106.052704,24.35846,-7.425015,-10.3796835,-11.687946,-17.90581,-13.028555,-24.366377,-14.919284,-10.464888,-4.111338,-11.468414,-12.236981,-12.886915,-8.325046,-11.830988,-7.33105,-17.13648,-14.591978
Kernkraft 400 (A Better Day).mp3,-117.25085,144.89539,16.429771,18.71562,15.067362,7.314368,5.635364,6.707261,1.3733406,1.0608844,1.264247,2.9499102,-0.20342776,3.2728124,0.51897645,0.17732282,-6.52551,4.6831865,-3.1098418,-1.8107917
Khairiyat.mp3,-247.60211,135.19841,-5.04069,-1.013043,4.721704,-5.502512,-3.6937025,-1.4631591,-8.993437,-6.482676,-3.542469,7.6963654,11.674151,10.379835,2.6623676,-1.1966356,-7.0081625,-3.9578598,-6.1158476,-6.472527
Khodni.mp3,-174.65564,128.12666,-16.369682,27.780727,0.687494,0.7834586,4.2581496,-8.954934,-13.299008,-8.91623,-11.745721,1.2657245,1.7014035,-9.1432295,-3.7954714,0.15868762,-8.755989,-3.8501947,0.5286111,-8.554737
KICK BACK.mp3,-24.822575,93.18594,-4.727671,27.828953,10.3264675,17.10529,9.598646,9.010658,0.7820463,9.86558,4.7215004,6.9542913,-4.0277224,2.53523,-0.04106556,5.604815,2.3760548,7.030204,0.25403178,2.5651202
Kill Bill.mp3,-156.94302,85.87083,-34.444084,8.761014,-1.224859,8.701071,9.919566,3.150917,0.9830394,2.1591218,-1.9190832,-3.4160924,-8.210617,2.1110287,0.92147535,0.4588247,2.7113807,2.650228,2.584723,1.5123699
Kill Em With Kindness.mp3,-151.28572,120.34185,5.725332,3.8563416,12.157105,11.361076,6.582066,1.7561275,-9.808813,-0.15452236,-3.3059597,0.26302344,-5.1353674,1.9796561,-4.99242,-1.1493737,-3.4110117,-1.8675615,-4.713491,-0.73094636
Killshot.mp3,-162.85046,104.62095,-1.0313259,5.013159,5.067856,-5.571302,-11.438898,-0.67865705,-15.997681,-7.440401,-3.7505374,-8.575441,-0.016702563,-5.794054,-6.741087,2.1715934,-11.594874,-1.5369217,-6.5719147,-6.383496
"King's Dead (with Kendrick Lamar, Future & James Blake).mp3",-60.421852,75.614876,15.495983,6.8683305,18.534632,9.462852,3.6009173,20.780714,-3.7633061,9.3941145,-2.5928504,6.369721,2.9088743,9.989935,1.8703874,5.112532,2.5958073,2.8056784,-0.987193,-0.8571974
Kiss Me More (feat. SZA).mp3,-139.83014,120.691185,29.678066,17.656261,10.652899,-0.5378854,-0.28765145,-9.130678,3.47345,-11.372499,-6.1412215,-1.4721901,-8.398374,-3.4824295,-7.952377,5.3690805,7.8363805,5.429313,8.855274,0.7999134
Kiss Me.mp3,-56.521248,78.72288,14.551952,37.308582,9.939612,13.893754,11.410787,7.864436,3.6380339,6.219137,-4.819289,5.376177,1.7517161,-0.030281728,0.39255175,3.7221828,-4.669854,4.050398,-4.7826695,-1.6424512
Kitchen Stove - Remix.mp3,-181.36496,105.26421,27.092659,10.218781,1.0551742,-3.7889643,-7.886263,-0.60018796,-12.946847,0.35698274,-8.733965,-5.476623,-1.9263035,-6.391346,-12.444488,2.0190158,-9.476872,-3.3353987,-2.2864106,-4.218312
Kitty.mp3,-52.68353,66.64975,0.97899145,13.53157,-3.818415,-3.207913,-3.495298,-5.6199436,-2.7404768,-3.3388414,-9.468428,-2.063554,-9.262262,-1.097707,-8.060322,-1.824966,-2.9276226,-4.4907265,-1.2664145,-0.8551521
Koka.mp3,-86.88971,90.49143,3.749914,-6.368553,-3.2098875,-6.106193,-9.819629,-6.1833444,-10.951804,-3.7609177,-10.805672,-5.521506,-8.948273,-3.0730696,-6.139807,-2.8098047,-2.1374612,2.5355606,-0.70437837,0.19237152
