,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
Komet.mp3,-180.06236,109.83371,32.54621,14.505669,-3.8259957,5.016187,-1.5327339,-12.134785,-16.137363,2.9218569,-9.843274,-8.002162,-9.725521,-12.365245,-5.25444,-10.773345,-9.357662,-9.758604,-9.55899,-6.0625496
Kool-Aid.mp3,24.536314,74.19099,-20.367064,26.28229,4.1685524,10.380005,4.759979,10.532715,5.8699865,5.8203654,1.6038414,5.348561,-1.0511869,-0.29389995,-4.848656,2.1218405,-1.5552605,2.5599196,-0.82177204,2.3233812
Krippy Kush.mp3,-132.67249,93.221825,18.94994,28.810638,22.035599,19.921585,7.0878386,21.648355,-2.9925597,7.557968,5.5257583,6.8226132,14.825975,12.882241,4.729126,6.924187,2.6968088,3.0257323,6.9566956,8.419912
Kurchi Madathapetti (From _Guntur Kaaram_)(Telugu).mp3,-183.95828,74.53553,4.005015,-14.900723,-15.054952,-14.966011,-11.401938,-19.70589,-16.71739,-7.710001,1.97114,18.362547,13.5684,7.6354012,-3.423519,-8.564784,-4.7658396,-0.81994915,-4.0005293,-4.808057
Kusu Kusu (From _Satyameva Jayate 2_).mp3,-117.725426,83.50426,-0.99145657,17.028984,2.0828216,7.2003436,0.42674237,5.186832,-2.321927,3.9016263,0.06620066,5.5717163,-2.6478057,1.0668788,-4.2371163,0.6843368,-1.6720306,-0.096320376,-0.627429,1.043611
Kya Hua.mp3,-212.2582,150.34593,-23.200527,26.424887,19.3531,-12.350012,0.33020067,4.681822,-9.485645,-9.607574,-19.43724,-3.4091156,-17.76042,-11.350359,-9.3574505,-9.074927,-8.088848,-13.377357,-8.273434,-8.664893
L'ULTIMA POESIA (feat. Ultimo).mp3,-173.13557,117.28646,22.430319,4.2572007,6.1354823,14.731226,4.881285,-4.5457244,-1.898567,-2.9679794,-8.327361,2.9423509,-3.7933939,-5.5612564,1.687554,-4.1138263,-11.515323,-0.65945756,-8.361366,-5.550684
La Bachata.mp3,-181.3872,97.504105,-14.568769,6.4521804,-4.8900175,-12.70685,-10.295599,-17.271545,-19.165043,-13.872659,-17.54747,-10.453247,-10.112314,-8.075288,-11.681693,-3.2761314,-11.676151,-8.065665,-5.7506847,-8.400856
La Bebe - Remix.mp3,-217.84276,121.718506,15.174942,7.626324,-5.5987906,6.6438675,0.07280804,-4.9318185,-4.762272,-2.329619,-5.759896,-9.713276,-8.034032,-3.349588,-6.4314427,-5.4574094,-5.9912004,-1.5766411,-7.1311464,-5.4402604
La Bicicleta.mp3,-122.86721,74.29348,-13.977727,3.67267,-8.208011,-5.0301647,-9.131033,-2.631001,-5.843997,-2.4329154,-11.676073,-9.289785,-7.4050307,0.32666525,-4.077688,0.9869415,-7.407587,-2.098012,-1.1412802,-5.077208
La Corriente.mp3,-87.60722,102.23958,-8.129653,16.631329,7.497997,3.143432,-7.1747246,-1.687932,-8.504342,0.5256265,8.37382,1.8303132,-0.71397597,1.4033118,-2.727148,-3.5657513,-5.845134,1.2993621,-0.16083695,0.78951555
La Diabla.mp3,-56.84871,77.614784,21.393833,22.63587,16.299345,11.114302,3.4076624,11.272161,2.203572,-1.8804038,-0.7207733,3.1663163,-2.1767247,1.1305732,-7.6992235,-1.7863909,-2.1161041,7.7778955,0.4335415,2.9326842
La Familia Dedo de Cuquin.mp3,-172.1997,71.95625,9.446993,23.670406,17.143494,9.878457,3.2472959,5.5381465,1.3279897,2.538725,-5.265732,1.437957,-4.6991615,2.7277322,-6.397492,1.2294221,-1.0916214,2.8970215,-0.9439765,4.0387707
La Florinata.mp3,-116.89984,87.28844,18.496698,23.14711,18.472599,15.953665,9.081982,9.667796,7.8170867,9.414196,6.7097893,9.640418,6.4895315,9.291055,1.6639329,9.141668,-0.9969011,2.725177,1.9484984,6.6408715
La Forma en Que Me Miras.mp3,-75.19568,98.33895,18.09639,26.810463,8.269578,11.4445915,0.8334084,6.6572137,-8.960761,14.867082,2.8040254,13.238363,0.54168886,0.7180667,-2.3930368,-1.4168894,-4.5771594,1.8549039,-4.5582976,4.9913077
La Guerita.mp3,-109.50919,104.57827,8.6986065,11.603238,-1.0420288,1.0263271,-0.20074765,0.043352533,-3.264959,-2.0147686,-4.970783,-0.4968035,-3.228189,-0.8389794,-7.8105755,1.3045034,-1.7496436,-0.1828788,-4.7353463,0.329546
La Intencion.mp3,-57.673176,103.06535,10.552284,5.6686325,5.6210055,11.014959,3.703057,7.643238,1.7670844,3.413869,-1.1777014,2.7090948,2.834413,6.5178638,-4.751973,-3.9270885,-4.3278384,2.607143,-2.7022073,2.586225
La Jeepeta - Remix.mp3,-122.17185,101.67097,-9.376271,11.250827,-17.220955,-4.8810325,2.7649388,-19.498634,-11.8255625,-8.509529,-11.933555,-15.155173,-4.4408574,-8.323916,-14.45859,2.2639296,-12.454983,-4.3271008,-7.7159004,-6.7595134
La Jeepeta.mp3,-121.688324,111.6994,-10.244314,13.93217,-21.10774,-5.0863466,-10.46509,-4.5190215,-18.627161,-7.372751,-9.883853,-14.943429,-10.978315,-5.92967,-10.821141,-5.070937,-11.54897,-3.5189402,-9.484108,-8.374055
La Llevo Al Cielo (Ft. Nengo Flow).mp3,-167.90942,101.20357,13.635084,21.30558,2.0279136,0.47051737,-2.9078324,-5.595764,-6.7077417,-5.2267194,-9.803784,1.9321022,-4.301511,6.4901915,4.8863554,1.057468,-4.229155,-4.0442405,-9.1186495,-0.4788791
La Mama de la Mama.mp3,-60.48392,93.90558,-16.295843,-0.21453309,-3.0543377,-13.228689,-0.2271821,6.32971,-2.9543579,3.1528761,-0.6976871,-5.2450037,-2.6712592,-3.0813472,-3.539649,-4.924552,-10.409426,-1.1765037,-2.4146743,3.4783773
La Mejor Version de Mi - Remix.mp3,-114.7753,86.31242,9.6994705,7.917811,-8.923438,-12.388783,-13.288535,-17.546803,-11.903134,-16.452332,-21.665024,-11.452857,-19.255219,-2.0111272,-18.350632,-10.838775,-8.307037,-9.207925,-10.908135,-3.798693
La Mordidita (feat. Yotuel).mp3,-97.800285,69.307106,11.086343,27.50649,8.867803,8.119845,-3.0003881,2.720864,-2.462523,-0.7411118,-3.1424518,4.4269834,-5.870017,1.1080804,-4.3149023,-1.5904958,-6.6146245,-1.7889004,-6.3176517,-1.9292722
LA NENA.mp3,-129.69547,104.67574,-32.97091,-10.015928,-1.7319814,0.3347559,-0.5584993,-11.56027,1.5745497,0.5040611,-4.12009,-1.3775746,-4.713007,3.3826387,-7.603499,-4.6551323,1.6015232,3.884778,3.8781934,3.76656
la noia.mp3,-91.26682,82.742584,8.258262,6.4875736,-5.9386706,-10.743414,-9.584769,-10.448306,-4.326923,2.3485377,-10.993898,-6.9252467,-13.026854,-0.22627291,-12.123037,-6.14911,-6.2936273,-2.8206418,-7.9920135,-1.8641971
La Nota.mp3,-96.04394,85.40817,-8.092305,5.179129,-6.262361,-10.295218,-10.502015,-15.982993,-12.69831,-2.4428935,-9.431169,-1.8441589,-8.009722,-5.4382973,-6.2438445,-1.4259481,-4.5827727,-1.6707964,-3.0400953,6.4104457
LA PEOPLE.mp3,-53.40193,85.21028,6.25318,2.984226,-2.2416253,2.2154346,-9.6025095,-2.128037,2.089231,3.78784,-3.893744,0.9613895,-1.7982707,4.775009,2.0527894,10.34027,4.235808,8.565345,-1.4133921,0.06743088
La player (Bandolera).mp3,-182.87648,99.25101,6.7638874,0.15584363,-11.232121,-10.562948,-16.376675,-6.4301953,-8.697222,-9.471028,-6.853963,-1.4240927,-4.040011,-4.1283426,-11.362762,-2.136729,-9.782167,2.5331533,-3.8515038,0.09851714
La Romana.mp3,-184.59676,65.092804,-4.6215405,7.3709803,1.2735828,11.141268,1.9307922,11.562859,-2.057871,10.285472,14.294612,5.6444592,1.8650836,6.7197824,1.5405762,7.8550925,3.6646483,4.443311,-2.768329,-3.14398
La Rompe Corazones.mp3,-128.96913,74.33673,-5.1864395,7.790969,-8.289005,-10.5989065,-12.495848,-2.6062465,-11.740647,2.9783366,-10.887741,-6.423683,-7.0485387,-6.401566,-11.111147,-5.1739273,-0.8946847,2.3293154,5.899835,9.628387
La Santa.mp3,-191.05898,108.09269,26.335905,-1.5610746,-2.0041344,-3.5470505,-16.216467,-0.3719437,-28.577168,-2.9101086,-12.16092,-13.060537,-7.913275,-6.8226624,-14.555918,-9.636052,-12.38467,-5.5245395,-3.9353976,-4.106782
La solution.mp3,-121.52914,99.637085,-18.015451,42.94247,11.411378,5.0087686,-4.066189,1.4943721,-2.2225866,0.70459414,-7.279527,-0.9222286,-6.590806,-5.277014,-6.837918,-1.6447073,-4.2405486,2.169994,0.010407014,-2.3170452
La Toxica.mp3,-135.59325,77.487885,30.481134,-7.6064286,-2.9275296,-1.791934,-19.356607,-4.3793597,-10.485792,-10.905452,2.4247596,-9.31397,-3.5378096,-4.7216096,-5.0309005,0.6401116,-15.23598,4.1605206,-13.696765,-3.2621179
La Triple T.mp3,-73.05333,78.40902,5.958892,15.272097,10.635009,-9.171268,4.298226,-8.255723,-1.8334635,4.4271145,-18.77646,1.678346,-12.072404,-1.7362161,-8.08601,-6.255828,-3.837379,-1.1782306,-0.38124543,7.158005
La Ultima Vez - Deluxe.mp3,-265.6936,151.64442,34.060673,21.943932,21.136517,7.3379865,-15.59925,0.0351143,-2.9645982,-1.1300241,-4.8597546,-5.710088,-9.929274,-3.996351,-7.31041,-7.1941137,-14.406175,-10.139191,-8.630731,-7.8309355
La Vaca Lola.mp3,-144.68805,87.03788,6.404152,16.254347,5.3628263,6.7159867,4.5803494,2.364631,-1.6293958,6.7745457,-5.107879,2.9580858,-2.9359517,0.6389575,-7.0204377,-1.596474,-5.8186517,-3.3590229,-4.1194487,-0.27885658
La Vida Sin Ti.mp3,-236.49384,54.209087,-10.228217,5.2874966,-1.0059698,-3.914996,-12.028473,-7.2269464,-10.22245,-6.6356077,-10.563252,-5.915058,-13.193666,-9.217615,-7.3354816,-15.377307,-3.4119174,2.0270476,2.7541938,10.813402
Laad Piya Ke.mp3,-100.485916,53.05115,2.3304765,14.871913,7.9481463,4.091465,6.247935,-0.0009689095,-4.076275,3.0876393,7.9248614,13.457328,5.3084826,-0.48008677,-6.886759,0.03440446,1.4327307,2.4819574,-1.1987553,0.73416257
Labios Mordidos (with KAROL G).mp3,-62.34898,99.98626,-23.858288,9.590027,-2.2783918,-0.357276,4.237279,3.9657261,-3.36551,6.2667413,-3.7072644,-0.62665397,-0.815767,-0.05361296,-3.6597822,-4.345539,-0.79511726,-2.063992,-3.0807266,2.0322633
Lace It (with Eminem & benny blanco).mp3,-181.60162,99.85049,37.621838,33.56924,4.3181047,7.999257,1.4215991,6.8707137,0.23121643,0.9791211,-4.005811,-4.988,-7.8520303,-5.510206,-2.5311577,-1.2078323,-5.5193367,1.4404584,-4.054601,0.23199709
Lady Killers II.mp3,-188.02286,105.8615,-28.374556,-5.0151467,-11.4289055,-12.796869,-14.749102,0.6463121,-9.572209,1.4015297,0.49621525,-1.954741,-3.4620304,-1.3303956,-5.086724,4.2267146,3.8355436,5.9301353,6.2230124,5.314942
Lagdi Lahore Di (From _Street Dancer 3D_).mp3,-132.78227,116.63829,-3.3449867,12.761838,-2.7203174,-3.6262944,-4.7900314,0.8105361,-4.8059545,-1.079667,-5.1433573,-3.9670742,-4.5929165,-5.5527086,-2.6490827,-3.6571007,-8.539877,-3.7090685,-4.2144833,-2.7674685
Lahore.mp3,-62.750008,76.606346,-30.269325,7.100728,-6.530231,4.580161,-15.669521,-0.13614373,-16.222326,-3.7798777,-7.949131,-8.202307,-3.986468,-2.667407,-5.552717,-6.0295825,-11.26707,-9.744879,-3.8469677,-4.8059015
LAISSE MOI.mp3,-123.21188,104.33724,6.067728,2.5439725,2.189546,-6.0419064,-15.720697,-10.2220125,-10.370326,-5.427383,-8.433223,-3.4982018,-5.19881,-5.8148084,-6.653086,-1.8892282,-8.1308775,-3.1460593,-6.040055,-0.7728126
LALA.mp3,-94.63013,83.51409,-25.194359,-3.9278686,-12.197603,-4.382297,-13.736633,-6.6205316,-12.8470125,0.82780546,-9.457215,-10.037179,-15.908439,-2.1865313,-10.1383095,-1.3057604,-0.6440717,6.401619,-4.9735165,1.3545535
Lalala - Ilkan Gunuc Remix.mp3,-107.57781,129.71428,-33.38181,22.1611,-5.6263394,-8.407027,-1.6371325,7.954861,-18.833492,5.923927,-2.44604,-5.107006,8.408014,-0.7003839,-3.7033677,4.943004,-1.5848807,-1.2020556,-0.5932067,1.660274
Lalala.mp3,-87.924644,77.43809,-5.2661467,6.571222,-1.5747063,-4.4198027,-8.975332,-0.9147137,-7.5810957,-1.3000116,-4.261439,0.19215983,-3.4124703,4.560309,0.06768444,0.23103176,0.14874527,5.6154284,-5.962998,-1.1888466
LALALI.mp3,-67.77867,63.127007,-4.8281474,10.645109,5.7922883,8.62179,2.149613,5.815629,-4.043469,4.9138927,-1.0123016,0.65321517,1.3119864,6.335235,0.9373511,2.012715,-3.9915922,4.7116456,4.8530307,6.3041115
Landmines.mp3,-22.60968,79.80853,-13.103761,23.68929,5.881989,10.225366,1.2234672,8.529039,0.48587328,4.2859507,-1.8127499,1.6128786,-2.6679518,0.5071085,-2.4038653,1.223674,-2.1355722,1.5511261,-1.7671673,-0.17352965
LAS MORRAS.mp3,-95.63133,97.390114,5.486682,16.270887,9.49104,9.576756,7.4445467,16.128159,4.829585,5.911088,-1.8519629,1.6534178,0.9665994,6.34757,1.2369615,7.0795484,1.9041157,3.6256773,-3.100741,3.0163946
Last Friday Night (T.G.I.F.).mp3,-46.613693,90.77384,-13.481058,24.379221,4.212085,5.999623,1.730575,5.1444087,5.3514953,11.650886,-3.4661937,7.4105606,1.6851903,3.886741,-0.99770683,1.3407494,1.967644,0.81403285,1.285004,6.5761924
Last Heartbreak Song (feat. Giveon).mp3,-200.00954,119.70905,-9.813954,15.956427,-5.1280384,-18.056398,-19.006775,-15.425334,-21.839628,-11.150175,-15.146811,-10.364726,-12.933033,-5.901942,-9.843205,-4.884886,-8.024752,-2.1354764,-6.706853,-0.21412428
Last Night Lonely.mp3,-25.02505,65.71249,12.665507,32.724743,8.133529,9.738502,3.8639672,6.1004567,3.2011137,5.030987,-2.9248252,7.8052106,-2.9021368,5.0618258,1.1798884,0.76501244,-5.360981,2.7072535,-6.132469,-3.0634432
Last Night.mp3,-111.332016,92.512596,-38.707592,13.170306,-5.218882,-10.919377,-10.962827,-15.918292,-11.792865,-10.673878,-8.681462,-7.6284413,-12.417129,-6.361347,-12.502177,-6.0084968,-13.53272,-5.796138,-10.641525,-7.6864295
Last Time I Saw You.mp3,-160.05882,78.203285,27.53339,24.079462,2.3970096,9.532451,-4.7797766,4.171163,4.2315702,5.7966657,2.0062332,3.4560006,-0.28924543,3.3299708,0.89239115,5.5270605,3.9031386,3.1998096,1.2656567,8.063508
Latch.mp3,-155.2976,87.15959,-0.6836726,16.716108,5.403499,9.760075,-0.53230864,9.237969,-3.5368207,-1.5539066,-9.220826,-3.452216,-0.20054953,7.146815,4.038457,3.1456232,-0.15595749,2.358096,-0.08873769,6.473333
late at night.mp3,-220.6942,135.21461,4.0383286,22.565615,10.71353,-1.9763509,-3.4154932,-4.7198844,-1.9621875,-4.618299,-5.744332,-0.46376625,-8.991387,-10.239399,-4.7977653,0.19517417,-2.7265346,5.3204756,-5.348679,-1.5260749
Laung Laachi Title Track.mp3,-106.25835,67.555046,12.573367,15.241906,9.101585,-14.039703,-8.267854,-1.5377989,-16.5472,-6.519058,-12.052264,-10.632275,-13.063395,-8.038455,-11.885269,-6.672242,-11.33811,-9.593326,-1.2965322,8.064007
Laxed – Siren Beat.mp3,-172.28534,69.065254,-22.974817,18.004364,-4.230139,4.2440085,-4.1301007,-8.544628,-9.639591,-0.9393454,-6.0284963,-1.1376683,-6.489307,-6.1117773,-4.6379514,-2.4720874,-3.6511903,5.5127554,1.0536174,8.953648
LE VA DOLER.mp3,-112.398605,70.47875,-19.52871,-9.423936,2.9988568,-17.386927,-15.7600155,-15.899318,-16.477615,-17.010096,-9.04763,-12.045728,-12.031449,-7.8283987,-17.018557,-10.549381,-23.613962,-8.684314,-9.178254,-15.8138275
Leave a Light On.mp3,-262.55304,126.57467,25.166672,14.542949,10.258068,5.9920225,1.7377907,6.807398,-3.129216,-1.7730848,0.21410686,-3.9108555,-4.8740897,-5.4287987,-5.67015,-6.222318,-7.080902,-2.0309327,-5.161276,-4.056414
Leave Em Alone.mp3,-130.50851,117.10598,9.539218,6.215421,3.02717,-8.60906,-11.17328,1.129918,-1.1812289,8.894343,2.107272,3.818194,1.4780154,2.0079663,1.0729729,4.4625783,-1.1008172,2.2275772,-3.4497685,-2.3489828
Leave Me Alone.mp3,-129.75087,70.93865,-34.143757,-17.533628,-31.162853,-12.534663,-14.390341,-9.654881,-13.155969,7.5097446,-12.4198475,0.76200926,-10.483355,1.5846173,-6.5583215,-0.98613673,-4.758424,0.06398365,-8.446352,-13.2643585
Leave The Door Open.mp3,-110.87705,94.79921,-7.2141542,23.829096,2.0602276,9.199928,-1.8670541,6.372424,1.2965633,4.585863,-6.17126,1.8223947,-4.8776245,3.4088871,-3.3069785,1.6594291,-3.3546207,-2.4962654,-6.8902917,-2.6191647
Left and Right - Sped Up Version.mp3,-162.02043,106.458244,14.574123,15.689667,13.642217,8.650111,-3.7619288,-2.423617,-5.677039,-0.8037268,-10.253188,-1.1039742,-9.8207,-5.052617,-8.997542,-4.168462,-2.6148887,-0.690287,-2.8913937,7.98878
Leja Re.mp3,-123.38949,96.59026,9.640473,8.131677,14.0898075,-9.184215,-12.097516,-3.5205865,-14.198765,-11.247634,-13.060979,-5.330123,-13.159822,-1.5131539,-16.519938,-7.016453,-12.730345,-10.899219,-16.906734,-2.37445
Leke Prabhu Ka Naam (From _Tiger 3_).mp3,-114.03179,109.99018,-17.059708,1.8085424,-1.7847538,6.099449,-4.0156236,4.1845584,-0.5312103,5.4916205,-1.3216187,-1.3024738,-1.0013514,1.6118842,-1.8817991,-0.012452967,-4.7713685,-0.05101207,-3.4137924,3.0359938
Let Her Go.mp3,-250.1193,114.17873,20.973085,20.223682,5.746196,2.796953,-2.3332188,-0.4039779,-21.187138,-12.274779,-21.395504,-15.862511,-14.640313,-11.951248,-13.211328,-11.134139,-11.684167,-3.6883287,-6.4018836,-8.607216
Let It Go.mp3,-320.36243,141.51845,3.2103884,30.686756,27.982534,-10.101775,-8.594101,-8.301454,-13.0657425,-13.96989,-17.035915,-8.836128,-4.9299917,-5.760755,-6.901461,-5.95171,-8.419899,-6.328115,2.069202,0.77889293
Let Me Love You.mp3,-142.69377,100.19186,10.037053,30.216894,15.192717,14.412884,-2.670878,10.224836,-1.1438819,4.800499,-4.172143,0.15201378,-3.0897138,2.9472225,0.10024084,4.138423,-0.36984187,2.4822464,-5.080778,1.9366403
LET THE WORLD BURN.mp3,-110.90536,121.879295,14.252982,34.006435,5.137279,9.870998,-3.394016,6.099828,-10.355612,10.208393,8.543681,-2.114803,1.9657506,4.079341,0.7051361,-1.1388423,-1.1715549,1.411312,-2.0684059,-0.80576324
Let You Love Me.mp3,-112.98348,113.3681,0.01982875,9.415572,-2.9859357,-1.2629424,-0.9239757,-4.557793,-5.4932,2.5484447,-8.385545,-4.2941933,-7.338821,-3.4541616,-11.310692,-6.159673,-8.764183,-4.2677236,-5.200238,-1.5476195
Let Your Boys Be Country.mp3,-56.375237,124.70325,-20.915668,31.203028,6.976221,7.817893,-0.21758352,3.5018299,-6.8479323,5.7173615,-3.0387578,2.2552748,-3.2999313,1.661219,-2.1908631,0.42210597,-4.207215,-1.5600989,-5.3929915,-2.1148338
LET'S GET FKD UP.mp3,-61.8854,92.42693,25.474884,23.39329,-0.8295653,17.778475,12.659511,-3.0605693,9.654823,6.3745894,2.4208796,5.8688984,4.8932004,2.8130047,-0.7426503,5.7772064,-2.438244,1.934424,-3.8532333,3.0993664
Let's Love.mp3,-95.542305,95.35622,-1.8873129,18.27595,13.151863,0.67613953,12.319473,-5.518685,6.147781,3.9190798,-1.0020351,0.6774415,-3.9635952,1.8573886,-5.227531,-2.476865,-4.3522377,-3.8330202,-6.0606804,5.3440127
Levitating.mp3,-53.849205,91.603806,11.298944,18.438124,1.6742456,8.070065,0.26950306,6.4566593,4.367366,12.875402,-1.2321535,3.6910746,0.08277395,6.0912585,1.1579927,4.1437755,-5.0415144,0.49082696,-4.737932,1.3016326
Ley Seca.mp3,-82.200516,89.20878,13.292088,1.5648273,-5.741533,-5.626123,-12.539968,-11.521745,-13.8673315,-1.1176276,-9.503425,-8.775936,-3.704079,-9.147703,-10.054743,0.68957746,-11.072377,-1.5275624,-11.525432,-5.7480693
Libaas.mp3,-106.96338,101.8368,-17.231157,6.4439416,-0.10894378,-13.795875,-8.978657,-6.525501,-8.953794,-3.6191554,-8.083858,-4.6518197,-6.619424,-13.509784,-8.757312,-4.526337,-12.272593,-4.5117803,-12.196747,-9.202951
Lie.mp3,-110.75434,103.67437,16.671179,19.305536,14.237025,-8.393289,4.7990894,-5.9245334,-7.604708,6.0325646,-12.871682,4.056584,-4.408787,-3.5719957,2.1892853,-1.9792467,-7.457796,0.36415395,-5.135189,-4.7550545
Life Goes On.mp3,-73.17334,85.695274,3.8968668,27.426912,13.77841,9.154684,5.3381996,5.2435775,1.6005474,2.8821535,-1.3337669,-0.42235854,-4.8191056,4.21431,4.731054,4.5923057,0.78062564,0.59458315,-5.8610773,-1.7094171
Life Is Good (feat. Drake).mp3,-194.55907,81.87688,10.473361,1.1042916,-12.322168,-14.750005,-25.339636,-18.607965,-22.588556,-11.190241,-4.0857654,-2.183214,1.48672,4.490138,1.4417664,4.425256,-4.6106405,2.070559,1.2601144,-3.0170429
Life's A Mess (feat. Halsey).mp3,-209.89328,100.64596,8.060546,-6.8832035,6.8841286,-23.700527,-0.15741307,-13.415651,-20.278463,0.5163983,-11.491645,-11.424274,-15.238819,-5.3028717,-12.377049,-12.912177,-6.045588,-10.71379,1.490988,-0.44305614
Light It Up (Remix).mp3,-63.470104,77.37644,-17.406546,24.493052,-2.1947267,-1.5761151,-2.063342,3.1447403,0.3538845,-1.9978558,-6.7391157,3.7649314,-7.0525093,-0.6152994,-8.093179,-2.2122643,-4.9111357,-2.5367072,-8.493223,0.02682051
Lighter.mp3,-110.0782,104.029785,6.34506,17.486944,2.8296769,-1.2579794,-14.365325,-3.3376613,-10.232967,-1.2304995,-6.504935,1.9213824,-3.3391893,-0.43678245,-3.3845046,-3.4124684,-11.786623,-1.1627218,-10.06753,-2.2670975
Like I Want You.mp3,-277.71704,108.83146,44.947777,6.585381,-2.2973297,1.9055431,-0.012122754,-2.5560899,-7.1092343,-6.7563796,-14.697157,-8.223001,-2.9024618,1.5428405,-3.5125117,-2.9232888,-3.9194794,-1.9759346,-3.401255,-0.40937343
Like I'm Gonna Lose You (feat. John Legend).mp3,-161.25137,75.76308,21.99424,22.749159,4.43344,2.461194,1.7331846,-11.215795,-5.5730634,-4.5477633,-9.942271,-10.186581,-14.058147,-4.075464,-15.893945,-7.485425,-13.334875,-12.973084,-8.058173,-0.7596324
Like That.mp3,-92.47729,75.7921,22.417267,4.687604,15.96312,11.767708,1.5322678,11.134662,-4.739052,9.838363,5.7731853,11.699513,6.632049,-0.011454863,0.413775,6.1557655,4.0309167,6.616471,-0.10466924,1.0267477
Like What (Freestyle).mp3,-69.06578,71.578255,16.478876,10.660002,-2.868732,1.838942,1.6505291,-4.292888,0.16100924,1.7187258,-3.1274889,0.14194576,-4.2127314,5.081758,-4.5541496,1.7479225,-1.0418788,0.8172955,-5.1888275,0.7844939
Lil Bit.mp3,-86.17275,83.303474,-10.011646,26.230598,8.698138,8.111537,-16.435762,-2.023798,-5.000646,-4.5698223,-4.671726,4.646801,-10.528292,0.42913365,-1.1872194,-0.6740956,-10.375835,-1.6553849,-0.78140295,-0.98825246
Lil Boo Thang.mp3,-24.883991,83.38322,4.371518,13.850743,11.241144,8.975989,-0.6774618,4.977657,-5.775816,5.7858276,0.36635414,7.033096,-0.41196963,3.9250574,-1.9453952,2.2929943,-6.374867,1.0147353,-1.8697171,-1.7295822
Limbo.mp3,-239.30171,59.4235,15.144745,30.05217,13.503841,17.125496,8.618855,14.906971,3.1641896,8.633711,0.92218983,7.273599,0.5834823,7.136423,3.2000306,3.04119,0.8496704,3.4123936,-0.5392613,1.5984643
Linda Guajira.mp3,-177.387,71.881836,6.0420065,33.033638,-5.2143025,12.357706,-8.098645,1.2394011,-5.120784,-2.091556,-5.0454116,-0.14602533,-7.075495,-0.14517798,-4.861249,-3.3068423,-8.541692,-1.083769,1.6034817,0.62059337
Lioness.mp3,-178.10942,152.71553,21.954334,16.328138,8.105502,9.563314,3.2664077,-2.0731912,-1.0793204,9.860106,-3.9286914,-2.3018773,-11.205295,-3.1109087,-0.6467831,9.667067,3.7997537,-1.4321387,3.415103,11.161135
Lionheart (Fearless).mp3,-19.91718,94.678055,-19.031145,12.545702,-6.5673714,1.6460041,-8.785264,0.51340735,-6.923778,0.1954325,-1.8388714,-0.97975105,-3.4457245,2.5631385,-5.414561,1.562405,-3.7398198,5.302596,-2.2376988,0.51566654
Liquor & Cigarettes (feat. ArrDee).mp3,-52.010098,91.070435,-27.86894,7.0553317,-11.552245,-12.150691,-11.871404,-6.771272,-11.122128,-7.2925797,-9.82891,-4.638682,-10.147586,-3.452596,-10.383551,-0.18640009,-8.820152,-0.59796774,-3.780973,-1.7268599
